name,city,country,gender
Cheryl Peterson,Azurva,Portugal,F
James Bailey,Gò Quao,Vietnam,M
Gary Holmes,Yeroẖam,Israel,M
Jose Oliver,Sulahan,Indonesia,M
Brenda Daniels,Yangsi,China,F
Heather Carr,Oslo,Norway,F
Keith Bishop,Zagreb - Centar,Croatia,M
William Hamilton,Milotice,Czech Republic,M
Evelyn Mccoy,Mineralnye Vody,Russia,F
Debra Riley,Wenceslau Braz,Brazil,F
Emily Robinson,Madoi,China,F
Albert Rose,Lexington,United States,M
Donald Bishop,Manevychi,Ukraine,M
Douglas Sanders,Isulan,Philippines,M
Douglas Moore,Topol’noye,Russia,M
Todd Barnes,Salima,Malawi,M
Albert Freeman,Huayuan,China,M
Jason Spencer,Bureya,Russia,M
William Bradley,Haenam,South Korea,M
Joshua Gonzalez,Nangkapayung,Indonesia,M
Dennis Rice,Marintoc,Philippines,M
Anthony Cruz,Lacombe,Canada,M
Melissa Ortiz,Losino-Petrovskiy,Russia,F
Earl Lee,Kopashnovo,Ukraine,M
Samuel Harper,Lidingö,Sweden,M
Raymond Moore,Chinú,Colombia,M
Ralph Harrison,Yanjiatai,China,M
Johnny Parker,Vila Franca do Campo,Portugal,M
Amy Richards,Tanout,Niger,F
Kevin Carpenter,Kyzyl,Russia,M
Peter Willis,Prizren,Kosovo,M
Lori Ferguson,Smach Mean Chey,Cambodia,F
Melissa Webb,Bobota,Croatia,F
Donna Rice,Managua,Nicaragua,F
Brian Cook,Horní Štěpánov,Czech Republic,M
William Gordon,Edinburgh of the Seven Seas,Saint Helena,M
Phyllis Frazier,Geyuan,China,F
Tina Lee,Andalucía,Colombia,F
Deborah Bryant,Dolsk,Poland,F
Clarence Lopez,Huanghuai,China,M
Rose Hunter,Ranot,Thailand,F
Shirley Carter,Zafarwāl,Pakistan,F
Shawn Little,Ferreiros,Portugal,M
Terry Greene,Nagato,Japan,M
Heather Lewis,Bureya,Russia,F
Samuel Edwards,Dajt,Albania,M
Nancy James,Bremerhaven,Germany,F
Betty Hawkins,Chrysó,Greece,F
Albert Gibson,Lindavista,Mexico,M
Joshua Price,Montceau-les-Mines,France,M
Shirley Perez,Louisville,United States,F
Robin Baker,Carusucan,Philippines,F
Frank Butler,Zhanlong,China,M
Gary Nelson,Vendychany,Ukraine,M
Phillip Ward,Thị Trấn Trùng Khánh,Vietnam,M
Jessica Torres,Padangtepung,Indonesia,F
Karen Harrison,Granada,Nicaragua,F
Alan Lee,Daba,China,M
Carolyn Wilson,Dongkeng,China,F
Kenneth Harvey,Luchingu,Tanzania,M
Ralph Anderson,Kroya,Indonesia,M
Brandon Jordan,Shanjiao,China,M
Chris Fisher,San Benito,Guatemala,M
Joshua Powell,Maslovka,Russia,M
Wayne Wright,Shiziling,China,M
Lori Oliver,Osiek,Poland,F
Brenda Howard,Changzhi,China,F
Wanda Ray,Novoshakhtinsk,Russia,F
Ralph Chapman,Qingshui,China,M
Nicole Torres,Pantaihambawang,Indonesia,F
Ann Cole,Eirado,Portugal,F
Barbara Holmes,Tessalit,Mali,F
Jane Greene,Orléans,France,F
Theresa Ryan,Az Zabadānī,Syria,F
Janet Gomez,Yuhuangding,China,F
Bonnie Johnson,Asamankese,Ghana,F
Ernest Powell,Zemlyansk,Russia,M
Jean Richardson,Uppsala,Sweden,F
Ruby James,Nong Kung Si,Thailand,F
Johnny Mccoy,Uppsala,Sweden,M
Linda Mason,Jiyizhuang,China,F
Kathy Warren,Anren Chengguanzhen,China,F
Sarah Dunn,Ḩātim,Jordan,F
Melissa Alvarez,Sapadun,Philippines,F
Larry Hall,Yaozhou,China,M
Joseph Welch,Diyarb Najm,Egypt,M
Michael Moreno,Socos,Peru,M
Jerry Henderson,Yulong,China,M
Kathryn Bailey,Gunung,Indonesia,F
Diana Andrews,Afanas’yeva,Russia,F
Richard Morris,Amagasaki,Japan,M
Joyce Gardner,Araxá,Brazil,F
Katherine Cox,Bungkulan,Indonesia,F
Joshua Foster,Novi Travnik,Bosnia and Herzegovina,M
Christine Romero,Houston,United States,F
Sandra Kelley,Lae,Papua New Guinea,F
Jeremy Gordon,Nikki,Benin,M
Ryan Fields,Cekcyn,Poland,M
Jack Diaz,Laibin,China,M
Debra Anderson,Xingtai,China,F
Tammy Graham,Perpignan,France,F
Tammy Garrett,Fujinomiya,Japan,F
Gregory Coleman,Libertador General San Martín,Argentina,M
Roger Banks,Krzeszów,Poland,M
Anne Fernandez,Cocorná,Colombia,F
Helen Bryant,Lāliān,Pakistan,F
Laura Peters,Huayacundo Arma,Peru,F
Ryan Webb,Kuznetsovs’k,Ukraine,M
Gregory Wallace,Ketangi,Indonesia,M
Jane Chapman,Kuala Lumpur,Malaysia,F
Susan Richardson,Maciejowice,Poland,F
Nancy Baker,Chisht-e Sharīf,Afghanistan,F
Brandon Russell,Shreveport,United States,M
Martin Graham,Ribeiro,Portugal,M
Marie Howard,Mâcon,France,F
Matthew Campbell,Dushk,Albania,M
Antonio Gordon,Ishige,Japan,M
Jason Sims,Zhaigang,China,M
Wanda Ruiz,Detik Satu,Indonesia,F
Virginia Ray,Sandouping,China,F
Shawn Graham,Maseru,Lesotho,M
Mary Kelly,Monte de Trigo,Portugal,F
Raymond Carpenter,Vilares,Portugal,M
Denise Ford,Queluz,Portugal,F
Charles Gomez,Moncada,Philippines,M
Marilyn Peterson,Xin’an,China,F
Paul Butler,Raga,South Sudan,M
Kathryn Jacobs,Madrid,Spain,F
Helen Rodriguez,Darpas,Armenia,F
Thomas Henderson,Suwałki,Poland,M
Kelly Gilbert,As Suwaydā’,Syria,F
Christine Richards,Kawerau,New Zealand,F
Rose Gibson,São Sebastião,Portugal,F
Jean Wright,Javānrūd,Iran,F
Frank Carr,Kresek,Indonesia,M
William Campbell,Tōgane,Japan,M
Stephen Hicks,Bel Air Rivière Sèche,Mauritius,M
Jesse Murphy,San Vicente de Moravia,Costa Rica,M
Ruth Hamilton,Klaeng,Thailand,F
Kevin Mendoza,Haoyi,China,M
Donna Mills,Ankazondandy,Madagascar,F
Bobby Olson,Dimayon,Philippines,M
Daniel Howard,Barrī ash Sharqī,Syria,M
Deborah Oliver,Cô Tô,Vietnam,F
Benjamin Lee,Paris 04,France,M
Michelle Wheeler,Jingyu,China,F
Sharon Harris,Hinunangan,Philippines,F
Diane Henry,Vila Verde,Portugal,F
Helen Reyes,Tiantang,China,F
Julia White,Naru,Indonesia,F
Christine Johnson,Bodø,Norway,F
Lawrence Ramirez,Moutsamoudou,Comoros,M
Jane Warren,Chaumont,France,F
Michelle Morgan,Gobang,Indonesia,F
Carl Elliott,Chinú,Colombia,M
Jeremy Lopez,Qiryat Shemona,Israel,M
Jane Gomez,Groblersdal,South Africa,F
Maria Hill,Duntou,China,F
Louis Stanley,Nandu,China,M
Nancy Brown,Mangochi,Malawi,F
Carolyn Evans,Mach,Pakistan,F
Betty Rodriguez,Sai,Indonesia,F
Doris Nelson,Quatro Barras,Brazil,F
Terry Ruiz,Ārt Khwājah,Afghanistan,M
Amy Hernandez,Murfreesboro,United States,F
Teresa Evans,Daru,Sierra Leone,F
Aaron Ramos,Jatobá,Brazil,M
Anthony Young,Al Qiţena,Sudan,M
Adam Davis,Lāliān,Pakistan,M
Phillip Austin,Vitrolles,France,M
Linda Morris,Buzhakan,Armenia,F
Antonio Bradley,Cariaco,Venezuela,M
Jane Johnson,Palmar de Varela,Colombia,F
Jessica Matthews,Shangtianba,China,F
Teresa Cruz,Saint-Quentin-en-Yvelines,France,F
Jane Reid,Panzhou,China,F
Arthur Ramos,Tadou,China,M
Larry Duncan,Hefu,China,M
Steven Collins,Vårby,Sweden,M
Richard Armstrong,Heilangkou,China,M
Craig Palmer,Kousséri,Cameroon,M
Betty Lynch,E’zhou,China,F
Ryan Carr,Mae Fa Luang,Thailand,M
Howard Rodriguez,Paso de los Libres,Argentina,M
Janet Lee,Trieste,Italy,F
Craig Fuller,Staryy Cherek,Russia,M
Jeffrey Murphy,Podkamennaya Tunguska,Russia,M
Diane Long,Julayjilah,Saudi Arabia,F
Stephen Dixon,San Simon,Philippines,M
Andrew Rose,Kakogawachō-honmachi,Japan,M
Patrick Lee,Tysmenychany,Ukraine,M
Beverly Cunningham,Stockholm,Sweden,F
Jose Cook,Changping,China,M
Bobby Berry,Ar Rawḑah,Syria,M
Harold Green,Richmond,United States,M
Joshua Carter,Zorak,Armenia,M
Daniel Perkins,Chagang,China,M
Aaron Robertson,Xukou,China,M
Juan Walker,Drzewica,Poland,M
Diane Wallace,Dresden,Germany,F
Nicole Price,Kabalo,Democratic Republic of the Congo,F
Charles Clark,Iroquois Falls,Canada,M
Lisa West,Kayu Agung,Indonesia,F
Joyce Lewis,Changzheng,China,F
Louis Stewart,Songculan,Philippines,M
Patricia Harrison,Nakkila,Finland,F
Linda Shaw,Ingenio La Esperanza,Argentina,F
Kathleen Ramos,Yeniugou,China,F
Martin Wright,Leleque,Argentina,M
Carolyn Stewart,Ōmiya,Japan,F
Ruby Lawson,Nempel,Indonesia,F
Sarah Gonzales,Borås,Sweden,F
George Young,Pinggang,China,M
Carolyn Watkins,Duishan,China,F
Sean Peterson,Kaltungo,Nigeria,M
Louise Payne,Sabang,Philippines,F
Lori Burke,Ganyesa,South Africa,F
Matthew Phillips,Batakte,Indonesia,M
Janice Castillo,Tawali,Indonesia,F
Larry Ross,Zhabagly,Kazakhstan,M
Ruby Cruz,San Fernando,Philippines,F
Kelly Hart,Umanggudang,Indonesia,F
Pamela Oliver,Kyaukse,Myanmar,F
Jack Howard,San Antonio,Chile,M
Debra Freeman,Ilinden,Macedonia,F
Russell Oliver,Paris 04,France,M
Andrew George,Mobaye,Central African Republic,M
Susan Gomez,Sanhui,China,F
Julia Morgan,Katrineholm,Sweden,F
Harry Brown,Juzhen,China,M
Michael Hamilton,Zhongzhou,China,M
Nancy Watson,San Martín,Colombia,F
Brandon Stephens,Goya,Argentina,M
Bruce Bennett,Boulogne-Billancourt,France,M
James Gomez,Qalandiyā,Palestinian Territory,M
Teresa Gomez,Barueri,Brazil,F
Jessica Holmes,Trstenik,Serbia,F
Sandra Burns,Krajan,Indonesia,F
Janice Rogers,Azacualpa,Honduras,F
Walter Cole,Paris 16,France,M
Jerry Reed,Digkilaan,Philippines,M
Alice Jenkins,Santa María de Ipire,Venezuela,F
Andrew Watson,Dabat,Ethiopia,M
Ruby Taylor,Chaoshui,China,F
Justin Flores,Natividade,Brazil,M
Jimmy Miller,Jolo,Philippines,M
Helen Hawkins,Vreshtas,Albania,F
Jimmy Murray,Vällingby,Sweden,M
Amanda Campbell,Sancti Spíritus,Cuba,F
Norma Hill,Mnogoudobnoye,Russia,F
Lori Foster,Lapachito,Argentina,F
Justin Mason,Alkmaar,Netherlands,M
Earl Clark,Nishiwaki,Japan,M
Evelyn Carpenter,Eldoret,Kenya,F
Arthur Long,Jeżów,Poland,M
Earl Medina,Langtad,Philippines,M
Rachel Bryant,Tambaksumur,Indonesia,F
Wayne Henry,Xamba,China,M
Randy Dunn,Unisław,Poland,M
Randy Cooper,Sula,Philippines,M
Debra Oliver,Paraíso,Costa Rica,F
Donna Franklin,Cieplice Śląskie Zdrój,Poland,F
Bobby Mason,Kanbe,Myanmar,M
Alice Smith,Belo Horizonte,Brazil,F
Cynthia Washington,Rtyně v Podkrkonoší,Czech Republic,F
Anna Harrison,Madingou,Republic of the Congo,F
Juan Castillo,Luci,China,M
Roger Wood,Matsubase,Japan,M
Larry Little,Tabiauan,Philippines,M
Keith Peters,Los Angeles,United States,M
Martha Phillips,Baleal,Portugal,F
Nancy Oliver,Korogan Timur,Indonesia,F
Margaret Hart,Alegria,Philippines,F
Christina Cunningham,Požarevac,Serbia,F
Katherine Mendoza,Fajsławice,Poland,F
Samuel Hill,Cáchira,Colombia,M
Jacqueline Kelly,Boavista,Portugal,F
Ronald Bailey,Itapicuru,Brazil,M
Douglas Weaver,Kugri,China,M
Larry Larson,Jitan,China,M
Sandra Wright,Skoki,Poland,F
Billy Murray,Topi,Pakistan,M
Nicholas Matthews,Pomichna,Ukraine,M
Phyllis Hawkins,Shklo,Ukraine,F
Jerry Cox,Bystrytsya,Ukraine,M
Terry Butler,Perpignan,France,M
Cynthia Armstrong,Medvedovskaya,Russia,F
Albert Spencer,Yessentuki,Russia,M
Phyllis Lawson,Zhaoguli,China,F
Gerald Robertson,Znamenka,Russia,M
Bruce Austin,Polýkastro,Greece,M
Eugene Coleman,Prao,Vietnam,M
Eric Perkins,Caujul,Peru,M
Judith Mccoy,Ifakara,Tanzania,F
Todd Torres,Destrnik,Slovenia,M
Carol Sullivan,Dachong,China,F
Judy Scott,Sanxi,China,F
Heather Welch,Jetafe,Philippines,F
Jason Gray,Tiên Lãng,Vietnam,M
Ann Wagner,Várzea,Portugal,F
Helen Simmons,Yongping,China,F
Shawn Hernandez,Pho Thale,Thailand,M
Kathy James,Izbicko,Poland,F
Amy Simpson,Hanušovice,Czech Republic,F
Phyllis Carter,Shilin,China,F
Kathy Gibson,Krajan Rowokangkung,Indonesia,F
David James,Guaymango,El Salvador,M
Gary Hudson,Chenzhouzhai,China,M
Brian Reid,Banjar Banyualit,Indonesia,M
Ann Morris,Godong,Indonesia,F
Lisa Daniels,Léchovo,Greece,F
Kimberly Mills,Yaozhuang,China,F
Terry Hunt,Xazgat,China,M
Stephanie Elliott,Rzhev,Russia,F
Laura Henderson,El Quebrachal,Argentina,F
Norma Reynolds,Verkh-Usugli,Russia,F
Theresa Kelly,Yongshan,China,F
Stephanie Harris,Fuerte,Philippines,F
Jeremy Hayes,Novo Selo,Bulgaria,M
Kenneth Mills,Nandasmo,Nicaragua,M
Tina Campbell,Changshengqiao,China,F
Joseph Johnston,Daqian,China,M
Kimberly Lewis,Hantsport,Canada,F
Carl Edwards,Bayt Liqyā,Palestinian Territory,M
Rachel Taylor,Cassilândia,Brazil,F
Margaret Vasquez,Villasis,Philippines,F
Marilyn Lewis,Boise,United States,F
Irene Harrison,Dongkan,China,F
Robin Armstrong,Dongchen,China,F
Richard Matthews,Richmond,United States,M
Nicole Welch,Salgado,Brazil,F
Pamela James,Shitong,China,F
Frances Wagner,Xarrë,Albania,F
Brenda Ferguson,Kaducondong,Indonesia,F
Linda Thomas,Lwengo,Uganda,F
Earl Murray,Damatou,China,M
Jeremy Bailey,Liangkou,China,M
Jimmy Kelly,Prince Edward,Canada,M
Tammy Ford,Energetik,Russia,F
Tammy Shaw,San José de Mayo,Uruguay,F
Margaret Perkins,Maribong,Philippines,F
Wayne Lawson,Peukanbada,Indonesia,M
Christina Hart,Pulong Gubat,Philippines,F
Mark George,Beloha,Madagascar,M
Mary Cook,Yongfu,China,F
Jerry Ruiz,Mocoa,Colombia,M
Cheryl Williams,Três Passos,Brazil,F
Richard Welch,Águas Formosas,Brazil,M
Michelle White,‘Ibrī,Oman,F
Diana Bell,Sanghan,Philippines,F
Anthony Henry,Krujë,Albania,M
Justin Richardson,Örbyhus,Sweden,M
Rose Jordan,Yūki,Japan,F
Jeremy Gilbert,Rennes,France,M
Charles Hawkins,Mlonggo,Indonesia,M
Joyce James,Kannus,Finland,F
Virginia Day,Czerniejewo,Poland,F
Deborah Welch,Prakhon Chai,Thailand,F
Samuel Nguyen,Islāmkot,Pakistan,M
Jack Murphy,Banī Suhaylā,Palestinian Territory,M
Bobby Mendoza,Qianchuan,China,M
Jeffrey Hunt,Eg,Mongolia,M
Carl Cole,Kishorganj,Bangladesh,M
Fred King,Shirochanka,Russia,M
Jeremy Lawson,Červená Voda,Czech Republic,M
Rachel Oliver,Cielmice,Poland,F
Matthew Alvarez,Nurlat,Russia,M
Doris Peters,Langchuan,China,F
Steve Austin,Huiyuan,China,M
Frank Knight,Śliwice,Poland,M
Steven Wright,Colombes,France,M
Mildred Lopez,Santa Cruz,Honduras,F
Paul Gomez,Huangze,China,M
Marilyn Johnson,Pittsburgh,United States,F
Philip Duncan,Chinoz,Uzbekistan,M
Sean Perry,Druzhba,Ukraine,M
Christina Armstrong,Fengyang,China,F
Carl Carter,Beloye,Russia,M
Eugene Oliver,Vinsady,Russia,M
Clarence Welch,Sungai Nyamuk,Indonesia,M
Edward Cooper,Jinyuan,China,M
Ruby Boyd,Nanmen,China,F
Frances Henderson,Perpignan,France,F
Scott Wallace,Capacho Nuevo,Venezuela,M
Wanda Torres,El Sombrero,Venezuela,F
Carl Wallace,Bedadung Kulon,Indonesia,M
Kathryn Wallace,Changjiangbu,China,F
Phillip Martinez,Henggang,China,M
Sean Bryant,Västerås,Sweden,M
Judith Carr,Alkmaar,Netherlands,F
George Nichols,San Gabriel,Ecuador,M
Ashley Stone,Marfino,Russia,F
Ernest Powell,Olsztynek,Poland,M
Lisa Jacobs,Visby,Sweden,F
Amanda Carpenter,Jugezhuang,China,F
Frank Scott,Seattle,United States,M
Charles Welch,Bishkek,Kyrgyzstan,M
Heather Cook,Rakai,Uganda,F
George Harris,Byumba,Rwanda,M
Heather Jones,Lorient,France,F
Roger Green,New Haven,United States,M
Clarence Hernandez,Samālūţ,Egypt,M
Wanda Martin,Buni Yadi,Nigeria,F
Arthur Elliott,Villanueva,Philippines,M
Helen Bailey,Sheshory,Ukraine,F
Sandra Holmes,Cimaragas,Indonesia,F
Phillip Hall,Malczyce,Poland,M
Lois Berry,Gaoqiao,China,F
Matthew Torres,Ongjin,North Korea,M
Billy Fernandez,Songmuping,China,M
Kelly Payne,Noailles,France,F
Beverly Lewis,Colonia Mauricio José Troche,Paraguay,F
Antonio Diaz,Abu Dhabi,United Arab Emirates,M
Philip Bishop,Cimuncang,Indonesia,M
Lillian Berry,Walahir,Indonesia,F
Ernest Miller,Asan-Maina Village,Guam,M
Jose Simpson,Taavetti,Finland,M
Joan Alvarez,Kirovskaya,Russia,F
Ann Hayes,Moche,Peru,F
Anthony Ramirez,Bāglung,Nepal,M
Louis Gardner,Xinfeng,China,M
Adam Powell,Boca Chica,Dominican Republic,M
Ann Nelson,Lipnik,Poland,F
Eugene Woods,Duanshen,China,M
Carolyn James,Nueva Cajamarca,Peru,F
Dorothy Jenkins,Chong’ansi,China,F
Susan Banks,Xushangqiao,China,F
Diana Chavez,Contagem,Brazil,F
Amanda Brown,Baabda,Lebanon,F
Fred Miller,Stepanovićevo,Serbia,M
Samuel Reed,Wangon,Indonesia,M
Jessica Henry,Wengaingo,Indonesia,F
Daniel Meyer,Qingquan,China,M
John Welch,Camagüey,Cuba,M
Janet Simpson,Comagascas,Philippines,F
Patrick Berry,Al Buq‘ah,Palestinian Territory,M
Joseph Morales,Ciawitali,Indonesia,M
Alan Austin,Ijebu-Ife,Nigeria,M
Louise Hanson,Pingling,China,F
Ernest Ryan,Ciwaru,Indonesia,M
Nicholas Fields,Huayuan,China,M
Jack Gomez,Shīeli,Kazakhstan,M
Carolyn Schmidt,Yangdun,China,F
Bobby Hawkins,Duekoué,Ivory Coast,M
Heather Mendoza,Santa Cruz La Laguna,Guatemala,F
Jane Turner,Fuying,China,F
Eric Gordon,Wunat,Indonesia,M
Theresa Murphy,San Pedro de Macorís,Dominican Republic,F
Peter Reid,Biñan,Philippines,M
Donald Clark,Kaniv,Ukraine,M
Sharon Sanchez,Ksour Essaf,Tunisia,F
Roy Reed,Ralung,China,M
Ruby Rivera,Tabuny,Russia,F
Henry Smith,Mapaniqui,Philippines,M
Andrea Bennett,Kelīshād va Sūdarjān,Iran,F
Wanda Wood,Huangcun,China,F
Bobby Baker,Gaoping,China,M
Mary Castillo,Bharatpur,Nepal,F
Donna Garza,Novais,Portugal,F
Harold Price,Bielawy,Poland,M
Mark Burton,Vári,Greece,M
Juan Gordon,Lidoríki,Greece,M
Barbara Austin,Cawalo,Indonesia,F
Louise Hunt,Pregrada,Croatia,F
Philip Lewis,Hesheng,China,M
Catherine Cunningham,Sasolburg,South Africa,F
Lillian Diaz,Caluquembe,Angola,F
Maria Carr,Fukiage-fujimi,Japan,F
Joe Johnson,Kafyr-Kumukh,Russia,M
Jose Fox,Berlin,Germany,M
Louis Foster,Sukamaju,Indonesia,M
Joyce Hayes,Klimontów,Poland,F
Rose Ortiz,Zangbawa,China,F
Johnny Thompson,Ras al-Khaimah,United Arab Emirates,M
Frances Turner,La Estrella,Colombia,F
Elizabeth Rivera,Ayapa,Honduras,F
Carolyn Porter,Mehron,Tajikistan,F
Andrea Washington,Puolanka,Finland,F
Douglas Rodriguez,Meijiang,China,M
Joyce Hansen,Kadubadak,Indonesia,F
Heather Wood,Zhoupi,China,F
Kelly Oliver,Kotuń,Poland,F
Chris Lynch,Gikongoro,Rwanda,M
Kenneth Medina,Starokucherganovka,Russia,M
Carl Gomez,Pétionville,Haiti,M
Adam Foster,Olímpia,Brazil,M
Janice Gordon,Santo Niño,Philippines,F
Howard Holmes,Ecilda Paullier,Uruguay,M
Richard Dunn,Arroio do Meio,Brazil,M
Gloria Hall,Qingfa,China,F
Paul Freeman,Ban Bang Kadi Pathum Thani,Thailand,M
Beverly Bell,Kambing,Philippines,F
Ryan Stephens,Negararatu,Indonesia,M
Ashley Freeman,Alannay,Philippines,F
Gerald Crawford,Socabaya,Peru,M
Phillip Hayes,Albion,Mauritius,M
Linda Baker,Asopós,Greece,F
Martha Greene,Ono,Japan,F
Ronald Lynch,Mangge,Indonesia,M
Matthew Woods,Morris,Canada,M
Phyllis Watson,Akhaltsikhe,Georgia,F
Mary Ellis,Usicayos,Peru,F
David Jones,Harembo,Comoros,M
Evelyn Schmidt,Blokdesa Situgede,Indonesia,F
Harold Tucker,Warwick,Canada,M
Jerry Mitchell,Hermanus,South Africa,M
Jeremy Ellis,Gostilitsy,Russia,M
Cheryl Kelley,Machetá,Colombia,F
Katherine King,Kokkónion,Greece,F
Martin Cooper,Jingkou,China,M
Juan Cole,São Julião do Tojal,Portugal,M
Antonio Armstrong,Qiaonan,China,M
Joe Allen,Rzewnie,Poland,M
Beverly Howell,Tabouda,Morocco,F
Christine Green,Bremen,Germany,F
Joe Daniels,Maromme,France,M
Scott Fisher,Pochep,Russia,M
Denise Daniels,Porsgrunn,Norway,F
Clarence Knight,Seltjarnarnes,Iceland,M
Deborah Collins,Yacheng,China,F
Laura Greene,Oslo,Norway,F
Teresa Wood,Mosteiro,Portugal,F
Daniel Watson,Wola Jachowa,Poland,M
Thomas Burns,Yoiqag,China,M
Kathleen Johnson,Sceaux,France,F
Willie Cooper,Meilin,China,M
Keith Chavez,Södertälje,Sweden,M
Diane Dunn,Trogan Barat,Indonesia,F
Mary Day,La Cueva,Bolivia,F
Edward Griffin,Eindhoven,Netherlands,M
Angela Powell,Antas,Portugal,F
Louis Thompson,Goiânia,Brazil,M
Brian Harrison,Khodzha-Maston,Tajikistan,M
Sharon Mcdonald,Tokorozawa,Japan,F
Bobby Nichols,Montecristi,Ecuador,M
Doris Harrison,Saguenay,Canada,F
Michael Vasquez,Keratéa,Greece,M
Bobby Foster,Baumata,Indonesia,M
Andrea Stewart,Nakanojōmachi,Japan,F
Virginia Thomas,Izobil’nyy,Russia,F
Harry Smith,Vaudreuil-Dorion,Canada,M
Martha Medina,Tabuating,Philippines,F
Lisa Meyer,Sychëvo,Russia,F
Cheryl Kim,Seraya,Indonesia,F
Howard Cook,Gressier,Haiti,M
Wanda Stevens,Évry,France,F
Ernest Robinson,Bum Bum,Venezuela,M
Benjamin Turner,Garoua,Cameroon,M
Matthew Hudson,Växjö,Sweden,M
Robert Meyer,Yangchengzhuang,China,M
Martha Gray,Balbagay,China,F
Tina Larson,Joaquín V. González,Argentina,F
Clarence Perkins,Libon,Philippines,M
Catherine Roberts,Xinminxiang,China,F
Howard Carr,Budakovo,Kosovo,M
Michelle Webb,Qingtang,China,F
Keith Cooper,Villiers,South Africa,M
Jesse Woods,Lianhe,China,M
John Washington,Köneürgench,Turkmenistan,M
Terry Hunter,San Mateo,Philippines,M
Andrea George,Parlilitan,Indonesia,F
Marilyn Carroll,Ketangi,Indonesia,F
Gregory Lawrence,Bairro dos Marinheiros,Portugal,M
Gerald Morales,Aix-en-Provence,France,M
Howard Medina,Fuchūchō,Japan,M
Christina Perkins,Kaliasin,Indonesia,F
Frank Mendoza,Xigangzi,China,M
Benjamin Fowler,Lávara,Greece,M
Edward Gardner,Slobodka,Russia,M
Jimmy Hansen,New Cebu,Philippines,M
Annie Cole,‘Arab ar Rashāydah,Palestinian Territory,F
Daniel Nguyen,Mabilang,Philippines,M
Chris Gomez,Guachucal,Colombia,M
Kathryn Flores,Adzopé,Ivory Coast,F
Carlos Ferguson,Coloncito,Venezuela,M
Stephanie Welch,Amper,Nigeria,F
Laura Morrison,Bartsrashen,Armenia,F
Anne Stevens,Hoi,Indonesia,F
Raymond Greene,Yinkeng,China,M
Phyllis Ward,Zuogaimanma,China,F
Brian Mitchell,Mabai,China,M
Todd Rose,San Lorenzo,Argentina,M
William Garrett,Verkhovyna,Ukraine,M
Anthony Ward,Hamburg,Germany,M
Larry Arnold,São Francisco,Brazil,M
Louise Williams,Glatik,Indonesia,F
Virginia Black,Dalududalu,Indonesia,F
Steve Morgan,Ortega,Colombia,M
David Cunningham,Sumurwaru,Indonesia,M
Ronald Adams,Sukamaju,Indonesia,M
Margaret Ward,Thung Song,Thailand,F
Anthony Ryan,Talawi,Indonesia,M
Emily Ryan,Žďár,Czech Republic,F
Katherine Griffin,Danderyd,Sweden,F
Carolyn Gutierrez,Mosteiro,Portugal,F
Phyllis Harrison,Caçador,Brazil,F
Kimberly Rivera,Chattanooga,United States,F
Scott Jones,Longxing,China,M
Joyce Nguyen,Kot Sultan,Pakistan,F
Christina Long,Sasaguri,Japan,F
Timothy Stewart,Mira,Portugal,M
Emily Alexander,Usevia,Tanzania,F
Tina Williamson,Russas,Brazil,F
Ernest Murphy,Xiangtang,China,M
Jesse King,Cartí Suitupo,Panama,M
Mark Williamson,Al Mashāf,Yemen,M
Lawrence Ford,Zhaobaoshan,China,M
James Matthews,Mauren,Liechtenstein,M
Edward Sanchez,Meilisi,China,M
Donna Lopez,San Fernando,Philippines,F
Katherine Robinson,Thomastown,Ireland,F
Jessica Robinson,Nkove,Tanzania,F
Harry Henderson,Shiojiri,Japan,M
Jennifer Henderson,Bratislava,Slovakia,F
Paula Warren,São Manuel,Brazil,F
Albert Harris,Karafao,Indonesia,M
Betty Young,Sadabe,Madagascar,F
Theresa Kelley,Néa Tríglia,Greece,F
Kenneth Powell,Wintzenheim,France,M
David Barnes,Novolugovoye,Russia,M
Ryan Wright,Migues,Uruguay,M
Sara Washington,Farkhor,Tajikistan,F
Fred Berry,Ivot,Russia,M
Alice Payne,Mengxingzhuang,China,F
Sean Henry,Sepatan,Indonesia,M
Kimberly Mendoza,Pruzhany,Belarus,F
Juan Wallace,Shuanglu,China,M
Antonio Bennett,Maofan,China,M
Stephen Ellis,San Jerónimo,Honduras,M
Keith Wagner,Chengdu,China,M
Albert Barnes,Santa Fe,United States,M
Steven Wilson,Tiyuguan,China,M
Brian Day,Charlestown,Saint Kitts and Nevis,M
Virginia Fields,Satuek,Thailand,F
Donald Welch,Sidem,Indonesia,M
Carl Vasquez,Oetutulul,Indonesia,M
Joshua Olson,Mazhu,China,M
Fred Rose,Charqueadas,Brazil,M
Douglas Thompson,Lages,Brazil,M
Judy Griffin,Barakī Barak,Afghanistan,F
Henry Peterson,Shireet,Mongolia,M
Ruth King,Krrabë,Albania,F
Carolyn Allen,Yangdian,China,F
Brandon Chavez,Godong,Indonesia,M
Kathy Gonzales,Liwale,Tanzania,F
Cheryl Harvey,Wanzhi,China,F
Henry Ford,Cipari,Indonesia,M
Harry Ellis,Zongluzui,China,M
Harold Bradley,Nariño,Colombia,M
Frances Stewart,Yemva,Russia,F
Thomas Shaw,Sidomulyo,Indonesia,M
Jerry Rivera,Naples,United States,M
Patricia Hudson,Tours,France,F
Raymond Carroll,Zhongpai,China,M
